main_command	main_description	command	description
a	[abdefFghoprxstc] [...]	aa[?]	analyze all (fcns + bbs) (aa0 to avoid sub renaming)
a	[abdefFghoprxstc] [...]	a8 [hexpairs]	analyze bytes
a	[abdefFghoprxstc] [...]	ab[?]	analyze basic block
a	[abdefFghoprxstc] [...]	ac[?]	manage classes
a	[abdefFghoprxstc] [...]	aC[?]	analyze function call
a	[abdefFghoprxstc] [...]	ad[?]	analyze data trampoline (wip) (see 'aod' to describe mnemonics)
a	[abdefFghoprxstc] [...]	ad [from] [to]	analyze data pointers to (from-to)
a	[abdefFghoprxstc] [...]	ae[?] [expr]	analyze opcode eval expression (see ao)
a	[abdefFghoprxstc] [...]	af[?]	analyze functions
a	[abdefFghoprxstc] [...]	aF	analyze functions , but using anal.depth=1
a	[abdefFghoprxstc] [...]	ag[?] [options]	draw graphs in various formats
a	[abdefFghoprxstc] [...]	ah[?]	analysis hints (force opcode size, ...)
a	[abdefFghoprxstc] [...]	ai [addr]	address information (show perms, stack, heap, ...)
a	[abdefFghoprxstc] [...]	aj	same as a* but in json (aflj)
a	[abdefFghoprxstc] [...]	aL[jq]	list all asm/anal plugins (See `e asm.arch=?` and `La[jq]`)
a	[abdefFghoprxstc] [...]	an[?] [name]	show/rename/create whatever var/flag/function used in current instruction
a	[abdefFghoprxstc] [...]	ao[?] [len]	analyze Opcodes (or emulate it)
a	[abdefFghoprxstc] [...]	aO[?] [len]	analyze N instructions in M bytes
a	[abdefFghoprxstc] [...]	ap	find prelude for current offset
a	[abdefFghoprxstc] [...]	ar[?]	like 'dr' but for the esil vm. (registers)
a	[abdefFghoprxstc] [...]	as[?] [num]	analyze syscall using dbg.reg
a	[abdefFghoprxstc] [...]	av[?] [.]	show vtables
a	[abdefFghoprxstc] [...]	avg[?] [.]	manage global variables
a	[abdefFghoprxstc] [...]	ax[?]	manage refs/xrefs (see also afx?)
aa[0*?]	# see also 'af' and 'afna'	aa	alias for 'af@@ sym.*;af@entry0;afva'
aa[0*?]	# see also 'af' and 'afna'	aaa[?]	autoname functions after aa (see afna)
aa[0*?]	# see also 'af' and 'afna'	aab	abb across bin.sections.rx
aa[0*?]	# see also 'af' and 'afna'	aac [len]	analyze function calls (af @@ `pi len~call[1]`)
aa[0*?]	# see also 'af' and 'afna'	aac* [len]	flag function calls without performing a complete analysis
aa[0*?]	# see also 'af' and 'afna'	aaci	flag import xrefs only
aa[0*?]	# see also 'af' and 'afna'	aad [len]	analyze data references to code
aa[0*?]	# see also 'af' and 'afna'	aae[?] [len] ([addr])	analyze references with ESIL (optionally to address)
aa[0*?]	# see also 'af' and 'afna'	aaef	analyze references with ESIL in all functions
aa[0*?]	# see also 'af' and 'afna'	aaf[?][efrt]	analyze all functions relationships with flags, type matching and consecutive
aa[0*?]	# see also 'af' and 'afna'	aaF [sym*]	set anal.in=block for all the spaces between flags matching glob
aa[0*?]	# see also 'af' and 'afna'	aaFa [sym*]	same as aaF but uses af/a2f instead of af+/afb+ (slower but more accurate)
aa[0*?]	# see also 'af' and 'afna'	aai[j]	show info of all analysis parameters
aa[0*?]	# see also 'af' and 'afna'	aaj	analyze all jumps
aa[0*?]	# see also 'af' and 'afna'	aan[?][fgr]	autoname functions (aang = golang, aanr = noreturn propagation, aanf = afna@@F)
aa[0*?]	# see also 'af' and 'afna'	aao	analyze all objc references
aa[0*?]	# see also 'af' and 'afna'	aap	find and analyze function preludes
aa[0*?]	# see also 'af' and 'afna'	aar[?] [len]	analyze len bytes of instructions for references
aa[0*?]	# see also 'af' and 'afna'	aas [len]	analyze symbols (af @@= `isq~[0]`)
aa[0*?]	# see also 'af' and 'afna'	aaS	analyze all flags starting with sym. (af @@ sym.*)
aa[0*?]	# see also 'af' and 'afna'	aat [fcn]	analyze all/given function to convert immediate to linked structure offsets (see tl?)
aa[0*?]	# see also 'af' and 'afna'	aaT [len]	analyze code after trap-sleds
aa[0*?]	# see also 'af' and 'afna'	aau [len]	list mem areas (larger than len bytes) not covered by functions
aa[0*?]	# see also 'af' and 'afna'	aav[?] [sat]	find values referencing a specific section or map
aa[0*?]	# see also 'af' and 'afna'	aaw	analyze all meta words (Cd) and add r. named flags for referenced pointers
aa[0*?]	# see also 'af' and 'afna'	aax[?]	analyze all xrefs as functions
aaa[a[a]]	# automatically analyze the whole program	aaa	perform deeper analysis, most common use
aaa[a[a]]	# automatically analyze the whole program	aaaa	same as aaa but adds a bunch of experimental iterations
aaa[a[a]]	# automatically analyze the whole program	aaaaa	refine the analysis to find more functions after aaaa
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aae [size] ([addr])	same as aepa@@@i - define anal pins by import flag names
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aae	honor anal.{in,from,to} and emulate all executable regions
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aaef	emulate all functions using esil to find out computed references (same as aef@@@F)
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aaep	same as aepa@@@i - define anal pins by import flag names
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aaepa	run 'aep ret0@@@i' and then 'aaep' - all unknown imports are faked to return 0
aae	[pf] ([addr]) # analyze all kind of stuff using esil	aaex	emulate all code linearly and register only the computed xrefs
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aaf	same as afr@@c:isq
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aafe	same as aef@@F
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aaff	set a flag for every function
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aafr [len]	consecutive function analysis (e anal.hasnext=1;afr@@c:isq)
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aaft	recursive type matching across all functions
aaf[efrt?]	# analyse all functionsee also 'af' and 'afna'	aafs	single basic block function analysis
aan	[rg]	aan	autoname all functions
aan	[rg]	aang	autoname all golang functions
aan	[rg]	aanr	auto-noreturn propagation
aar	[j*] [sz] # search and analyze xrefs	aar	analyze xrefs in current section
aar	[j*] [sz] # search and analyze xrefs	aar [sz]	analyze xrefs starting in current offset until sz bytes are consumed
aar	[j*] [sz] # search and analyze xrefs	aarr	analyze all function reference graph to find more functions (EXPERIMENTAL)
aar	[j*] [sz] # search and analyze xrefs	aar* [sz]	list found xrefs in radare commands format
aar	[j*] [sz] # search and analyze xrefs	aarj [sz]	list found xrefs in JSON format
aav	[sat] # find values referencing a specific section or map	aav	find absolute reference values (see aav0)
aav	[sat] # find values referencing a specific section or map	aav0	find absolute reference values (accept maps at address zero)
aav	[sat] # find values referencing a specific section or map	aavr[0]	find relative reference values (address + 4 byte signed int)
aav	[sat] # find values referencing a specific section or map	aax[?]	analyze all xrefs as functions
ab	# analyze basic block	ab [addr]	show basic block information at given address (same as abi/afbi)
ab	# analyze basic block	ab-[addr]	delete basic block at given address
ab	# analyze basic block	ab.	same as: ab $$
ab	# analyze basic block	abi[?]	alias for afbi
ab	# analyze basic block	aba [addr]	analyze esil accesses in basic block (see aea?)
ab	# analyze basic block	abb [length]	analyze N bytes and extract basic blocks
ab	# analyze basic block	abc[-] [color]	change color of the current basic block (same as afbc, abc- to unset)
ab	# analyze basic block	abe [esil-expr]	assign esil expression to basic block (see: aeb, dre, afbd)
ab	# analyze basic block	abf [addr]	address of incoming (from) basic blocks
ab	# analyze basic block	abj [addr]	display basic block information in JSON
ab	# analyze basic block	abl[?] [.-cqj]	list all basic blocks
ab	# analyze basic block	abo	list opcode offsets of current basic block
ab	# analyze basic block	abp[?] [addr] [num]	follow basic blocks paths from current offset to addr
ab	# analyze basic block	abt[tag] ([color])	no args = show current trace tag, otherwise set the color
ab	# analyze basic block	abx [hexpair-bytes]	analyze N bytes
ab	# analyze basic block	abi[?]	alias for afbi
ab	# analyze basic block	abl[?] [.-cqj]	list all basic blocks
ab	# analyze basic block	abp[?] [addr] [num]	follow basic blocks paths from current offset to addr
ac	anal classes commands	acl[j*]	list all classes
ac	anal classes commands	acll[j] (class_name)	list all or single class detailed
ac	anal classes commands	ac [class name]	add class
ac	anal classes commands	ac- [class name]	delete class
ac	anal classes commands	acn [class name] [new class name]	rename class
ac	anal classes commands	acv [class name] [addr] ([offset]) ([size])	add vtable address to class
ac	anal classes commands	acvf [offset] ([class name])	lookup function address on vtable offset
ac	anal classes commands	acv- [class name] [vtable id]	delete vtable by id (from acv [class name])
ac	anal classes commands	acb [class name]	list bases of class
ac	anal classes commands	acb [class name] [base class name] ([offset])	add base class
ac	anal classes commands	acb- [class name] [base class id]	delete base by id (from acb [class name])
ac	anal classes commands	acm [class name] [method name] [offset] ([vtable offset])	add/edit method
ac	anal classes commands	acm- [class name] [method name]	delete method
ac	anal classes commands	acmn [class name] [method name] [new name]	rename method
ac	anal classes commands	acg	print inheritance ascii graph
ac	anal classes commands	ac?	show this help
aC[fej] [addr-of-call]	# analyze call args	aCe	use ESIL emulation to find out arguments of a call (uses 'abpe')
aC[fej] [addr-of-call]	# analyze call args	aCf	same as .aCe* $$ @@=`pdr~call`
ad	[kt] [...]	ad [N] [D]	analyze N data words at D depth
ad	[kt] [...]	ad4 [N] [D]	analyze N data words at D depth (asm.bits=32)
ad	[kt] [...]	ad8 [N] [D]	analyze N data words at D depth (asm.bits=64)
ad	[kt] [...]	adf	analyze data in function (use like .adf @@=`afl~[0]`
ad	[kt] [...]	adfg	analyze data in function gaps
ad	[kt] [...]	adt	analyze data trampolines (wip)
ad	[kt] [...]	adk	analyze data kind (code, text, data, invalid, ...)
ae[idesr?] [arg]	ESIL code emulation	ae [expr]	evaluate ESIL expression
ae[idesr?] [arg]	ESIL code emulation	ae! [file]	compile esil file into an esil expression
ae[idesr?] [arg]	ESIL code emulation	ae?	show this help
ae[idesr?] [arg]	ESIL code emulation	ae??	show ESIL help
ae[idesr?] [arg]	ESIL code emulation	aea[f] [count]	analyse n esil instructions accesses (regs, mem..)
ae[idesr?] [arg]	ESIL code emulation	aeA[f] [count]	analyse n bytes for their esil accesses (regs, mem..)
ae[idesr?] [arg]	ESIL code emulation	aeb ([addr])	emulate block in current or given address
ae[idesr?] [arg]	ESIL code emulation	aeC[arg0 arg1..] @ addr	appcall in esil
ae[idesr?] [arg]	ESIL code emulation	aec[?]	continue until ^C
